[1, 0, 0, 0, 0, 0, 0, 0]
[0, 1, 0, 3, 1, 1, 6, 13]
[0, 1, 0, 3, 1, 1, 5, 15]
[0, 1, 0, 3, 1, 1, 4, 17]
[0, 1, 0, 3, 1, 1, 3, 19]
[0, 1, 0, 3, 1, 1, 2, 21]
[0, 1, 0, 3, 1, 1, 1, 23]
[0, 1, 0, 3, 1, 1, 0, 0]
[0, 1, 0, 3, 1, 0, 15, 0]
[0, 1, 0, 3, 1, 0, 14, 2]
[0, 1, 0, 3, 1, 0, 13, 4]
[0, 1, 0, 3, 1, 0, 12, 6]
[0, 1, 0, 3, 1, 0, 11, 8]
[0, 1, 0, 3, 1, 0, 10, 10]
[0, 1, 0, 3, 1, 0, 9, 12]
[0, 1, 0, 3, 1, 0, 8, 14]
[0, 1, 0, 3, 1, 0, 7, 16]
[0, 1, 0, 3, 1, 0, 6, 18]
[0, 1, 0, 3, 1, 0, 5, 20]
[0, 1, 0, 3, 1, 0, 4, 22]
[0, 1, 0, 3, 1, 0, 3, 24]
[0, 1, 0, 3, 1, 0, 2, 26]
[0, 1, 0, 3, 1, 0, 1, 28]
[0, 1, 0, 3, 1, 0, 0, 0]
[0, 1, 0, 3, 0, 8, 0, 0]
[0, 1, 0, 3, 0, 7, 2, 1]
[0, 1, 0, 3, 0, 7, 1, 3]
[0, 1, 0, 3, 0, 7, 0, 0]
[0, 1, 0, 3, 0, 6, 5, 0]
[0, 1, 0, 3, 0, 6, 4, 2]
[0, 1, 0, 3, 0, 6, 3, 4]
[0, 1, 0, 3, 0, 6, 2, 6]
[0, 1, 0, 3, 0, 6, 1, 8]
[0, 1, 0, 3, 0, 6, 0, 0]
[0, 1, 0, 3, 0, 5, 7, 1]
[0, 1, 0, 3, 0, 5, 6, 3]
[0, 1, 0, 3, 0, 5, 5, 5]
[0, 1, 0, 3, 0, 5, 4, 7]
[0, 1, 0, 3, 0, 5, 3, 9]
[0, 1, 0, 3, 0, 5, 2, 11]
[0, 1, 0, 3, 0, 5, 1, 13]
[0, 1, 0, 3, 0, 5, 0, 0]
[0, 1, 0, 3, 0, 4, 10, 0]
[0, 1, 0, 3, 0, 4, 9, 2]
[0, 1, 0, 3, 0, 4, 8, 4]
[0, 1, 0, 3, 0, 4, 7, 6]
[0, 1, 0, 3, 0, 4, 6, 8]
[0, 1, 0, 3, 0, 4, 5, 10]
[0, 1, 0, 3, 0, 4, 4, 12]
[0, 1, 0, 3, 0, 4, 3, 14]
[0, 1, 0, 3, 0, 4, 2, 16]
[0, 1, 0, 3, 0, 4, 1, 18]
[0, 1, 0, 3, 0, 4, 0, 0]
[0, 1, 0, 3, 0, 3, 12, 1]
[0, 1, 0, 3, 0, 3, 11, 3]
[0, 1, 0, 3, 0, 3, 10, 5]
[0, 1, 0, 3, 0, 3, 9, 7]
[0, 1, 0, 3, 0, 3, 8, 9]
[0, 1, 0, 3, 0, 3, 7, 11]
[0, 1, 0, 3, 0, 3, 6, 13]
[0, 1, 0, 3, 0, 3, 5, 15]
[0, 1, 0, 3, 0, 3, 4, 17]
[0, 1, 0, 3, 0, 3, 3, 19]
[0, 1, 0, 3, 0, 3, 2, 21]
[0, 1, 0, 3, 0, 3, 1, 23]
[0, 1, 0, 3, 0, 3, 0, 0]
[0, 1, 0, 3, 0, 2, 15, 0]
[0, 1, 0, 3, 0, 2, 14, 2]
[0, 1, 0, 3, 0, 2, 13, 4]
[0, 1, 0, 3, 0, 2, 12, 6]
[0, 1, 0, 3, 0, 2, 11, 8]
[0, 1, 0, 3, 0, 2, 10, 10]
[0, 1, 0, 3, 0, 2, 9, 12]
[0, 1, 0, 3, 0, 2, 8, 14]
[0, 1, 0, 3, 0, 2, 7, 16]
[0, 1, 0, 3, 0, 2, 6, 18]
[0, 1, 0, 3, 0, 2, 5, 20]
[0, 1, 0, 3, 0, 2, 4, 22]
[0, 1, 0, 3, 0, 2, 3, 24]
[0, 1, 0, 3, 0, 2, 2, 26]
[0, 1, 0, 3, 0, 2, 1, 28]
[0, 1, 0, 3, 0, 2, 0, 0]
[0, 1, 0, 3, 0, 1, 17, 1]
[0, 1, 0, 3, 0, 1, 16, 3]
[0, 1, 0, 3, 0, 1, 15, 5]
[0, 1, 0, 3, 0, 1, 14, 7]
[0, 1, 0, 3, 0, 1, 13, 9]
[0, 1, 0, 3, 0, 1, 12, 11]
[0, 1, 0, 3, 0, 1, 11, 13]
[0, 1, 0, 3, 0, 1, 10, 15]
[0, 1, 0, 3, 0, 1, 9, 17]
[0, 1, 0, 3, 0, 1, 8, 19]
[0, 1, 0, 3, 0, 1, 7, 21]
[0, 1, 0, 3, 0, 1, 6, 23]
[0, 1, 0, 3, 0, 1, 5, 25]
[0, 1, 0, 3, 0, 1, 4, 27]
[0, 1, 0, 3, 0, 1, 3, 29]
[0, 1, 0, 3, 0, 1, 2, 31]
[0, 1, 0, 3, 0, 1, 1, 33]
[0, 1, 0, 3, 0, 1, 0, 0]
[0, 1, 0, 3, 0, 0, 20, 0]
[0, 1, 0, 3, 0, 0, 19, 2]
[0, 1, 0, 3, 0, 0, 18, 4]
[0, 1, 0, 3, 0, 0, 17, 6]
[0, 1, 0, 3, 0, 0, 16, 8]
[0, 1, 0, 3, 0, 0, 15, 10]
[0, 1, 0, 3, 0, 0, 14, 12]
[0, 1, 0, 3, 0, 0, 13, 14]
[0, 1, 0, 3, 0, 0, 12, 16]
[0, 1, 0, 3, 0, 0, 11, 18]
[0, 1, 0, 3, 0, 0, 10, 20]
[0, 1, 0, 3, 0, 0, 9, 22]
[0, 1, 0, 3, 0, 0, 8, 24]
[0, 1, 0, 3, 0, 0, 7, 26]
[0, 1, 0, 3, 0, 0, 6, 28]
[0, 1, 0, 3, 0, 0, 5, 30]
[0, 1, 0, 3, 0, 0, 4, 32]
[0, 1, 0, 3, 0, 0, 3, 34]
[0, 1, 0, 3, 0, 0, 2, 36]
[0, 1, 0, 3, 0, 0, 1, 38]
[0, 1, 0, 3, 0, 0, 0, 0]
[0, 1, 0, 2, 6, 0, 0, 0]
[0, 1, 0, 2, 5, 2, 0, 0]
[0, 1, 0, 2, 5, 1, 2, 1]
[0, 1, 0, 2, 5, 1, 1, 3]
[0, 1, 0, 2, 5, 1, 0, 0]
[0, 1, 0, 2, 5, 0, 5, 0]
[0, 1, 0, 2, 5, 0, 4, 2]
[0, 1, 0, 2, 5, 0, 3, 4]
[0, 1, 0, 2, 5, 0, 2, 6]
[0, 1, 0, 2, 5, 0, 1, 8]
[0, 1, 0, 2, 5, 0, 0, 0]
[0, 1, 0, 2, 4, 4, 0, 0]
[0, 1, 0, 2, 4, 3, 2, 1]
[0, 1, 0, 2, 4, 3, 1, 3]
[0, 1, 0, 2, 4, 3, 0, 0]
[0, 1, 0, 2, 4, 2, 5, 0]
[0, 1, 0, 2, 4, 2, 4, 2]
[0, 1, 0, 2, 4, 2, 3, 4]
[0, 1, 0, 2, 4, 2, 2, 6]
[0, 1, 0, 2, 4, 2, 1, 8]
[0, 1, 0, 2, 4, 2, 0, 0]
[0, 1, 0, 2, 4, 1, 7, 1]
[0, 1, 0, 2, 4, 1, 6, 3]
[0, 1, 0, 2, 4, 1, 5, 5]
[0, 1, 0, 2, 4, 1, 4, 7]
[0, 1, 0, 2, 4, 1, 3, 9]
[0, 1, 0, 2, 4, 1, 2, 11]
[0, 1, 0, 2, 4, 1, 1, 13]
[0, 1, 0, 2, 4, 1, 0, 0]
[0, 1, 0, 2, 4, 0, 10, 0]
[0, 1, 0, 2, 4, 0, 9, 2]
[0, 1, 0, 2, 4, 0, 8, 4]
[0, 1, 0, 2, 4, 0, 7, 6]
[0, 1, 0, 2, 4, 0, 6, 8]
[0, 1, 0, 2, 4, 0, 5, 10]
[0, 1, 0, 2, 4, 0, 4, 12]
[0, 1, 0, 2, 4, 0, 3, 14]
[0, 1, 0, 2, 4, 0, 2, 16]
[0, 1, 0, 2, 4, 0, 1, 18]
[0, 1, 0, 2, 4, 0, 0, 0]
[0, 1, 0, 2, 3, 6, 0, 0]
[0, 1, 0, 2, 3, 5, 2, 1]
[0, 1, 0, 2, 3, 5, 1, 3]
[0, 1, 0, 2, 3, 5, 0, 0]
[0, 1, 0, 2, 3, 4, 5, 0]
[0, 1, 0, 2, 3, 4, 4, 2]
[0, 1, 0, 2, 3, 4, 3, 4]
[0, 1, 0, 2, 3, 4, 2, 6]
[0, 1, 0, 2, 3, 4, 1, 8]
[0, 1, 0, 2, 3, 4, 0, 0]
[0, 1, 0, 2, 3, 3, 7, 1]
[0, 1, 0, 2, 3, 3, 6, 3]
[0, 1, 0, 2, 3, 3, 5, 5]
[0, 1, 0, 2, 3, 3, 4, 7]
[0, 1, 0, 2, 3, 3, 3, 9]
[0, 1, 0, 2, 3, 3, 2, 11]
[0, 1, 0, 2, 3, 3, 1, 13]
[0, 1, 0, 2, 3, 3, 0, 0]
[0, 1, 0, 2, 3, 2, 10, 0]
[0, 1, 0, 2, 3, 2, 9, 2]
[0, 1, 0, 2, 3, 2, 8, 4]
[0, 1, 0, 2, 3, 2, 7, 6]
[0, 1, 0, 2, 3, 2, 6, 8]
[0, 1, 0, 2, 3, 2, 5, 10]
[0, 1, 0, 2, 3, 2, 4, 12]
[0, 1, 0, 2, 3, 2, 3, 14]
[0, 1, 0, 2, 3, 2, 2, 16]
[0, 1, 0, 2, 3, 2, 1, 18]
[0, 1, 0, 2, 3, 2, 0, 0]
[0, 1, 0, 2, 3, 1, 12, 1]
[0, 1, 0, 2, 3, 1, 11, 3]
[0, 1, 0, 2, 3, 1, 10, 5]
[0, 1, 0, 2, 3, 1, 9, 7]
[0, 1, 0, 2, 3, 1, 8, 9]
[0, 1, 0, 2, 3, 1, 7, 11]
[0, 1, 0, 2, 3, 1, 6, 13]
[0, 1, 0, 2, 3, 1, 5, 15]
[0, 1, 0, 2, 3, 1, 4, 17]
[0, 1, 0, 2, 3, 1, 3, 19]
[0, 1, 0, 2, 3, 1, 2, 21]
[0, 1, 0, 2, 3, 1, 1, 23]
[0, 1, 0, 2, 3, 1, 0, 0]
[0, 1, 0, 2, 3, 0, 15, 0]
[0, 1, 0, 2, 3, 0, 14, 2]
[0, 1, 0, 2, 3, 0, 13, 4]
[0, 1, 0, 2, 3, 0, 12, 6]
[0, 1, 0, 2, 3, 0, 11, 8]
[0, 1, 0, 2, 3, 0, 10, 10]
[0, 1, 0, 2, 3, 0, 9, 12]
[0, 1, 0, 2, 3, 0, 8, 14]
[0, 1, 0, 2, 3, 0, 7, 16]
[0, 1, 0, 2, 3, 0, 6, 18]
[0, 1, 0, 2, 3, 0, 5, 20]
[0, 1, 0, 2, 3, 0, 4, 22]
[0, 1, 0, 2, 3, 0, 3, 24]
[0, 1, 0, 2, 3, 0, 2, 26]
[0, 1, 0, 2, 3, 0, 1, 28]
[0, 1, 0, 2, 3, 0, 0, 0]
[0, 1, 0, 2, 2, 8, 0, 0]
[0, 1, 0, 2, 2, 7, 2, 1]
[0, 1, 0, 2, 2, 7, 1, 3]
[0, 1, 0, 2, 2, 7, 0, 0]
[0, 1, 0, 2, 2, 6, 5, 0]
[0, 1, 0, 2, 2, 6, 4, 2]
[0, 1, 0, 2, 2, 6, 3, 4]
[0, 1, 0, 2, 2, 6, 2, 6]
[0, 1, 0, 2, 2, 6, 1, 8]
[0, 1, 0, 2, 2, 6, 0, 0]
[0, 1, 0, 2, 2, 5, 7, 1]
[0, 1, 0, 2, 2, 5, 6, 3]
[0, 1, 0, 2, 2, 5, 5, 5]
[0, 1, 0, 2, 2, 5, 4, 7]
[0, 1, 0, 2, 2, 5, 3, 9]
[0, 1, 0, 2, 2, 5, 2, 11]
[0, 1, 0, 2, 2, 5, 1, 13]
[0, 1, 0, 2, 2, 5, 0, 0]
[0, 1, 0, 2, 2, 4, 10, 0]
[0, 1, 0, 2, 2, 4, 9, 2]
[0, 1, 0, 2, 2, 4, 8, 4]
[0, 1, 0, 2, 2, 4, 7, 6]
[0, 1, 0, 2, 2, 4, 6, 8]
[0, 1, 0, 2, 2, 4, 5, 10]
[0, 1, 0, 2, 2, 4, 4, 12]
[0, 1, 0, 2, 2, 4, 3, 14]
[0, 1, 0, 2, 2, 4, 2, 16]
[0, 1, 0, 2, 2, 4, 1, 18]
[0, 1, 0, 2, 2, 4, 0, 0]
[0, 1, 0, 2, 2, 3, 12, 1]
[0, 1, 0, 2, 2, 3, 11, 3]
[0, 1, 0, 2, 2, 3, 10, 5]
[0, 1, 0, 2, 2, 3, 9, 7]
[0, 1, 0, 2, 2, 3, 8, 9]
[0, 1, 0, 2, 2, 3, 7, 11]
[0, 1, 0, 2, 2, 3, 6, 13]
[0, 1, 0, 2, 2, 3, 5, 15]
[0, 1, 0, 2, 2, 3, 4, 17]
[0, 1, 0, 2, 2, 3, 3, 19]
[0, 1, 0, 2, 2, 3, 2, 21]
[0, 1, 0, 2, 2, 3, 1, 23]
[0, 1, 0, 2, 2, 3, 0, 0]
[0, 1, 0, 2, 2, 2, 15, 0]
[0, 1, 0, 2, 2, 2, 14, 2]
[0, 1, 0, 2, 2, 2, 13, 4]
[0, 1, 0, 2, 2, 2, 12, 6]
[0, 1, 0, 2, 2, 2, 11, 8]
[0, 1, 0, 2, 2, 2, 10, 10]
[0, 1, 0, 2, 2, 2, 9, 12]
[0, 1, 0, 2, 2, 2, 8, 14]
[0, 1, 0, 2, 2, 2, 7, 16]
[0, 1, 0, 2, 2, 2, 6, 18]
[0, 1, 0, 2, 2, 2, 5, 20]
[0, 1, 0, 2, 2, 2, 4, 22]
[0, 1, 0, 2, 2, 2, 3, 24]
[0, 1, 0, 2, 2, 2, 2, 26]
[0, 1, 0, 2, 2, 2, 1, 28]
[0, 1, 0, 2, 2, 2, 0, 0]
[0, 1, 0, 2, 2, 1, 17, 1]
[0, 1, 0, 2, 2, 1, 16, 3]
[0, 1, 0, 2, 2, 1, 15, 5]
[0, 1, 0, 2, 2, 1, 14, 7]
[0, 1, 0, 2, 2, 1, 13, 9]
[0, 1, 0, 2, 2, 1, 12, 11]
[0, 1, 0, 2, 2, 1, 11, 13]
[0, 1, 0, 2, 2, 1, 10, 15]
[0, 1, 0, 2, 2, 1, 9, 17]
[0, 1, 0, 2, 2, 1, 8, 19]
[0, 1, 0, 2, 2, 1, 7, 21]
[0, 1, 0, 2, 2, 1, 6, 23]
[0, 1, 0, 2, 2, 1, 5, 25]
[0, 1, 0, 2, 2, 1, 4, 27]
[0, 1, 0, 2, 2, 1, 3, 29]
[0, 1, 0, 2, 2, 1, 2, 31]
[0, 1, 0, 2, 2, 1, 1, 33]
[0, 1, 0, 2, 2, 1, 0, 0]
[0, 1, 0, 2, 2, 0, 20, 0]
[0, 1, 0, 2, 2, 0, 19, 2]
[0, 1, 0, 2, 2, 0, 18, 4]
[0, 1, 0, 2, 2, 0, 17, 6]
[0, 1, 0, 2, 2, 0, 16, 8]
[0, 1, 0, 2, 2, 0, 15, 10]
[0, 1, 0, 2, 2, 0, 14, 12]
[0, 1, 0, 2, 2, 0, 13, 14]
[0, 1, 0, 2, 2, 0, 12, 16]
[0, 1, 0, 2, 2, 0, 11, 18]
[0, 1, 0, 2, 2, 0, 10, 20]
[0, 1, 0, 2, 2, 0, 9, 22]
[0, 1, 0, 2, 2, 0, 8, 24]
[0, 1, 0, 2, 2, 0, 7, 26]
[0, 1, 0, 2, 2, 0, 6, 28]
[0, 1, 0, 2, 2, 0, 5, 30]
[0, 1, 0, 2, 2, 0, 4, 32]
[0, 1, 0, 2, 2, 0, 3, 34]
[0, 1, 0, 2, 2, 0, 2, 36]
[0, 1, 0, 2, 2, 0, 1, 38]
[0, 1, 0, 2, 2, 0, 0, 0]
[0, 1, 0, 2, 1, 10, 0, 0]
[0, 1, 0, 2, 1, 9, 2, 1]
[0, 1, 0, 2, 1, 9, 1, 3]
[0, 1, 0, 2, 1, 9, 0, 0]
[0, 1, 0, 2, 1, 8, 5, 0]
[0, 1, 0, 2, 1, 8, 4, 2]
[0, 1, 0, 2, 1, 8, 3, 4]
[0, 1, 0, 2, 1, 8, 2, 6]
[0, 1, 0, 2, 1, 8, 1, 8]
[0, 1, 0, 2, 1, 8, 0, 0]
[0, 1, 0, 2, 1, 7, 7, 1]
[0, 1, 0, 2, 1, 7, 6, 3]
[0, 1, 0, 2, 1, 7, 5, 5]
[0, 1, 0, 2, 1, 7, 4, 7]
[0, 1, 0, 2, 1, 7, 3, 9]
[0, 1, 0, 2, 1, 7, 2, 11]
[0, 1, 0, 2, 1, 7, 1, 13]
[0, 1, 0, 2, 1, 7, 0, 0]
[0, 1, 0, 2, 1, 6, 10, 0]
[0, 1, 0, 2, 1, 6, 9, 2]
[0, 1, 0, 2, 1, 6, 8, 4]
[0, 1, 0, 2, 1, 6, 7, 6]
[0, 1, 0, 2, 1, 6, 6, 8]
[0, 1, 0, 2, 1, 6, 5, 10]
[0, 1, 0, 2, 1, 6, 4, 12]
[0, 1, 0, 2, 1, 6, 3, 14]
[0, 1, 0, 2, 1, 6, 2, 16]
[0, 1, 0, 2, 1, 6, 1, 18]
[0, 1, 0, 2, 1, 6, 0, 0]
[0, 1, 0, 2, 1, 5, 12, 1]
[0, 1, 0, 2, 1, 5, 11, 3]
[0, 1, 0, 2, 1, 5, 10, 5]
[0, 1, 0, 2, 1, 5, 9, 7]
[0, 1, 0, 2, 1, 5, 8, 9]
[0, 1, 0, 2, 1, 5, 7, 11]
[0, 1, 0, 2, 1, 5, 6, 13]
[0, 1, 0, 2, 1, 5, 5, 15]
[0, 1, 0, 2, 1, 5, 4, 17]
[0, 1, 0, 2, 1, 5, 3, 19]
[0, 1, 0, 2, 1, 5, 2, 21]
[0, 1, 0, 2, 1, 5, 1, 23]
[0, 1, 0, 2, 1, 5, 0, 0]
[0, 1, 0, 2, 1, 4, 15, 0]
[0, 1, 0, 2, 1, 4, 14, 2]
[0, 1, 0, 2, 1, 4, 13, 4]
[0, 1, 0, 2, 1, 4, 12, 6]
[0, 1, 0, 2, 1, 4, 11, 8]
[0, 1, 0, 2, 1, 4, 10, 10]
[0, 1, 0, 2, 1, 4, 9, 12]
[0, 1, 0, 2, 1, 4, 8, 14]
[0, 1, 0, 2, 1, 4, 7, 16]
[0, 1, 0, 2, 1, 4, 6, 18]
[0, 1, 0, 2, 1, 4, 5, 20]
[0, 1, 0, 2, 1, 4, 4, 22]
[0, 1, 0, 2, 1, 4, 3, 24]
[0, 1, 0, 2, 1, 4, 2, 26]
[0, 1, 0, 2, 1, 4, 1, 28]
[0, 1, 0, 2, 1, 4, 0, 0]
[0, 1, 0, 2, 1, 3, 17, 1]
[0, 1, 0, 2, 1, 3, 16, 3]
[0, 1, 0, 2, 1, 3, 15, 5]
[0, 1, 0, 2, 1, 3, 14, 7]
[0, 1, 0, 2, 1, 3, 13, 9]
[0, 1, 0, 2, 1, 3, 12, 11]
[0, 1, 0, 2, 1, 3, 11, 13]
[0, 1, 0, 2, 1, 3, 10, 15]
[0, 1, 0, 2, 1, 3, 9, 17]
[0, 1, 0, 2, 1, 3, 8, 19]
[0, 1, 0, 2, 1, 3, 7, 21]
[0, 1, 0, 2, 1, 3, 6, 23]
[0, 1, 0, 2, 1, 3, 5, 25]
[0, 1, 0, 2, 1, 3, 4, 27]
[0, 1, 0, 2, 1, 3, 3, 29]
[0, 1, 0, 2, 1, 3, 2, 31]
[0, 1, 0, 2, 1, 3, 1, 33]
[0, 1, 0, 2, 1, 3, 0, 0]
[0, 1, 0, 2, 1, 2, 20, 0]
[0, 1, 0, 2, 1, 2, 19, 2]
[0, 1, 0, 2, 1, 2, 18, 4]
[0, 1, 0, 2, 1, 2, 17, 6]
[0, 1, 0, 2, 1, 2, 16, 8]
[0, 1, 0, 2, 1, 2, 15, 10]
[0, 1, 0, 2, 1, 2, 14, 12]
[0, 1, 0, 2, 1, 2, 13, 14]
[0, 1, 0, 2, 1, 2, 12, 16]
[0, 1, 0, 2, 1, 2, 11, 18]
[0, 1, 0, 2, 1, 2, 10, 20]
[0, 1, 0, 2, 1, 2, 9, 22]
[0, 1, 0, 2, 1, 2, 8, 24]
[0, 1, 0, 2, 1, 2, 7, 26]
[0, 1, 0, 2, 1, 2, 6, 28]
[0, 1, 0, 2, 1, 2, 5, 30]
[0, 1, 0, 2, 1, 2, 4, 32]
[0, 1, 0, 2, 1, 2, 3, 34]
[0, 1, 0, 2, 1, 2, 2, 36]
[0, 1, 0, 2, 1, 2, 1, 38]
[0, 1, 0, 2, 1, 2, 0, 0]
[0, 1, 0, 2, 1, 1, 22, 1]
[0, 1, 0, 2, 1, 1, 21, 3]
[0, 1, 0, 2, 1, 1, 20, 5]
[0, 1, 0, 2, 1, 1, 19, 7]
[0, 1, 0, 2, 1, 1, 18, 9]
[0, 1, 0, 2, 1, 1, 17, 11]
[0, 1, 0, 2, 1, 1, 16, 13]
[0, 1, 0, 2, 1, 1, 15, 15]
[0, 1, 0, 2, 1, 1, 14, 17]
[0, 1, 0, 2, 1, 1, 13, 19]
[0, 1, 0, 2, 1, 1, 12, 21]
[0, 1, 0, 2, 1, 1, 11, 23]
[0, 1, 0, 2, 1, 1, 10, 25]
[0, 1, 0, 2, 1, 1, 9, 27]
[0, 1, 0, 2, 1, 1, 8, 29]
[0, 1, 0, 2, 1, 1, 7, 31]
[0, 1, 0, 2, 1, 1, 6, 33]
[0, 1, 0, 2, 1, 1, 5, 35]
[0, 1, 0, 2, 1, 1, 4, 37]
[0, 1, 0, 2, 1, 1, 3, 39]
[0, 1, 0, 2, 1, 1, 2, 41]
[0, 1, 0, 2, 1, 1, 1, 43]
[0, 1, 0, 2, 1, 1, 0, 0]
993
